"SecurityID","ContractCode","ShortName","CallOrPut","TradingDate","DataType","Symbol","ExchangeCode","StrikePrice","ExerciseDate","ClosePrice","UnderlyingScrtClose","RemainingTerm","RisklessRate","HistoricalVolatility","ImpliedVolatility","TheoreticalPrice","Delta","Gamma","Vega","Theta","Rho"
"209000000019","510050P1402M01600","50ETF沽2月1600","P","2014-01-14","2","90000019","SSE","1.600","2014-02-26","0.1090","1.495","0.1178","3.0000","0.2038","0.1979","0.1098","","","","",""
"209000000036","510050P1406M01450","50ETF沽6月1450","P","2014-01-14","2","90000036","SSE","1.450","2014-06-25","0.0560","1.495","0.4438","3.0000","0.2038","0.2169","0.0512","","","","",""
"209000000158","601318P1406M04000","中国平安沽6月4000","P","2014-01-14","2","10000078","SSE","40.000","2014-06-25","2.9570","39.990","0.4438","3.0000","0.2859","0.3045","2.7622","","","","",""
"209000000200","510180P1406M01800","180ETF沽6月1800","P","2014-01-14","2","90000104","SSE","1.800","2014-06-25","0.0690","1.918","0.4438","3.0000","0.1882","0.2603","0.0382","","","","",""
"209000000157","601318P1406M03750","中国平安沽6月3750","P","2014-01-14","2","10000077","SSE","37.500","2014-06-25","1.8700","39.990","0.4438","3.0000","0.2859","0.3076","1.6663","","","","",""
"209000000040","510050P1406M01650","50ETF沽6月1650","P","2014-01-14","2","90000040","SSE","1.650","2014-06-25","0.1670","1.495","0.4438","3.0000","0.2038","0.2031","0.1672","","","","",""
"209000000028","510050P1403M01550","50ETF沽3月1550","P","2014-01-14","2","90000028","SSE","1.550","2014-03-26","0.0800","1.495","0.1945","3.0000","0.2038","0.2020","0.0805","","","","",""
"209000000029","510050P1403M01600","50ETF沽3月1600","P","2014-01-14","2","90000029","SSE","1.600","2014-03-26","0.1150","1.495","0.1945","3.0000","0.2038","0.2000","0.1158","","","","",""
"209000000066","510180P1403M01900","180ETF沽3月1900","P","2014-01-14","2","90000066","SSE","1.900","2014-03-26","0.0570","1.918","0.1945","3.0000","0.1882","0.2108","0.0496","","","","",""
"209000000169","600104C1401M01100","上汽集团购1月1100","C","2014-01-14","2","10000081","SSE","11.000","2014-01-22","2.2020","13.110","0.0219","3.0000","0.3235","0.9502","2.1172","","","","",""
"209000000009","510050P1401M01600","50ETF沽1月1600","P","2014-01-14","2","90000009","SSE","1.600","2014-01-22","0.1040","1.495","0.0219","3.0000","0.2038","0.0681","0.1042","","","","",""
"209000000067","510180P1403M01950","180ETF沽3月1950","P","2014-01-14","2","90000067","SSE","1.950","2014-03-26","0.0820","1.918","0.1945","3.0000","0.1882","0.2099","0.0747","","","","",""
"209000000021","510050C1403M01450","50ETF购3月1450","C","2014-01-14","2","90000021","SSE","1.450","2014-03-26","0.0880","1.495","0.1945","3.0000","0.2038","0.2222","0.0836","","","","",""
"209000000125","601318C1401M04500","中国平安购1月4500","C","2014-01-14","2","10000045","SSE","45.000","2014-01-22","0.0110","39.990","0.0219","3.0000","0.2859","0.3602","0.0015","","","","",""
"209000000186","510050P1401M01400","50ETF沽1月1400","P","2014-01-14","2","90000090","SSE","1.400","2014-01-22","0.0010","1.495","0.0219","3.0000","0.2038","0.2620","0.0002","","","","",""
"209000000110","600104P1403M01600","上汽集团沽3月1600","P","2014-01-14","2","10000030","SSE","16.000","2014-03-26","3.3420","13.110","0.1945","3.0000","0.3235","0.6153","2.8801","","","","",""
"209000000148","601318P1403M04000","中国平安沽3月4000","P","2014-01-14","2","10000068","SSE","40.000","2014-03-26","2.2610","39.990","0.1945","3.0000","0.2859","0.3382","1.8955","","","","",""
"209000000085","600104C1401M01600","上汽集团购1月1600","C","2014-01-14","2","10000005","SSE","16.000","2014-01-22","0.0540","13.110","0.0219","3.0000","0.3235","0.8869","0.0000","","","","",""
"209000000005","510050C1401M01650","50ETF购1月1650","C","2014-01-14","2","90000005","SSE","1.650","2014-01-22","0.0010","1.495","0.0219","3.0000","0.2038","0.3552","0.0000","","","","",""
"209000000059","510180P1402M02050","180ETF沽2月2050","P","2014-01-14","2","90000059","SSE","2.050","2014-02-26","0.1420","1.918","0.1178","3.0000","0.1882","0.2218","0.1359","","","","",""
